review_id,product_name,rating,review
AMZ0308,Air Fryer,4,Absolutely loved this air fryer. The cooking performance is excellent and it feels premium for the price.
AMZ0309,Monitor Stand,5,The packaging was neat and the monitor stand feels well-built. No complaints so far.
AMZ0310,Gaming Mouse,5,Really good value for money. The gaming mouse looks sturdy and the tracking is surprisingly good.
AMZ0311,Water Bottle,3,Decent water bottle overall. Delivery was fine and setup took only a few minutes.
AMZ0312,Phone Charger,3,This phone charger looks nice in pictures but performs badly in real life.
AMZ0313,Vacuum Cleaner,5,"I was skeptical at first, but this vacuum cleaner turned out to be fantastic. Great suction."
AMZ0314,Phone Case,4,Works like a charm. The phone case is reliable and the setup was super easy.
AMZ0315,Coffee Mug,5,Really good value for money. The coffee mug looks sturdy and the finish is surprisingly good.
AMZ0316,Monitor Stand,2,Very disappointed with this monitor stand. The adjustability stopped working after a few days.
AMZ0317,Air Fryer,3,"The air fryer is okay for basic use. The cooking performance works, but nothing exceptional."
AMZ0318,Backpack,5,I bought this backpack for daily use and I'm impressed with the storage space. Highly recommend.
AMZ0319,Phone Case,4,Very happy with this phone case. It arrived on time and the fit works perfectly.
AMZ0320,Fitness Band,2,"I had high hopes, but this fitness band was a letdown. The step tracking is below average."
AMZ0321,Air Fryer,5,I bought this air fryer for daily use and I'm impressed with the cooking performance. Highly recommend.
AMZ0322,Water Bottle,5,Absolutely loved this water bottle. The build quality is excellent and it feels premium for the price.
AMZ0323,Wireless Earbuds,5,Very happy with this wireless earbuds. It arrived on time and the sound quality works perfectly.
AMZ0324,Vacuum Cleaner,5,The packaging was neat and the vacuum cleaner feels well-built. No complaints so far.
AMZ0325,Laptop Stand,5,One of the best purchases I've made recently. The laptop stand performs exactly as described.
AMZ0326,Tripod,1,The stability is inconsistent and the tripod does not feel durable.
AMZ0327,Vacuum Cleaner,3,Not worth the price. The vacuum cleaner arrived late and the packaging was damaged.
AMZ0328,Air Fryer,5,The packaging was neat and the air fryer feels well-built. No complaints so far.
AMZ0329,Gaming Mouse,4,"This gaming mouse exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0330,Monitor Stand,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0331,Coffee Mug,5,"This coffee mug exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0332,Laptop Stand,5,I bought this laptop stand for daily use and I'm impressed with the stability. Highly recommend.
AMZ0333,Desk Lamp,2,The quality of this desk lamp is not as expected. It feels cheap and poorly made.
AMZ0334,Fitness Band,5,Excellent product. I've been using this fitness band for a week and the performance is smooth.
AMZ0335,Gaming Mouse,3,"Average experience with this gaming mouse. It does the job, but there is room for improvement."
AMZ0336,Tripod,5,"I was skeptical at first, but this tripod turned out to be fantastic. Great stability."
AMZ0337,Phone Case,1,The fit is inconsistent and the phone case does not feel durable.
AMZ0338,Keyboard,4,Absolutely loved this keyboard. The key response is excellent and it feels premium for the price.
AMZ0339,Coffee Mug,1,The quality of this coffee mug is not as expected. It feels cheap and poorly made.
AMZ0340,Monitor Stand,4,Excellent product. I've been using this monitor stand for a week and the performance is smooth.
AMZ0341,Tripod,4,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0342,Backpack,5,"I was skeptical at first, but this backpack turned out to be fantastic. Great storage space."
AMZ0343,Phone Charger,4,One of the best purchases I've made recently. The phone charger performs exactly as described.
AMZ0344,Monitor Stand,2,Very disappointed with this monitor stand. The adjustability stopped working after a few days.
AMZ0345,Tripod,4,"Not bad, not amazing. The stability is usable, but I expected a bit more."
AMZ0346,Bluetooth Speaker,5,Really good value for money. The Bluetooth speaker looks sturdy and the bass is surprisingly good.
AMZ0347,Vacuum Cleaner,1,Honestly expected better. The vacuum cleaner is average at best and overpriced.
AMZ0348,Gaming Mouse,5,Very happy with this gaming mouse. It arrived on time and the tracking works perfectly.
AMZ0349,Keyboard,5,Excellent product. I've been using this keyboard for a week and the performance is smooth.
AMZ0350,Gaming Mouse,5,"This gaming mouse exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0351,Keyboard,3,The keyboard is fine for the price. Build quality is acceptable and performance is average.
AMZ0352,Water Bottle,5,The packaging was neat and the water bottle feels well-built. No complaints so far.
AMZ0353,Desk Lamp,1,The item stopped working within a week. Customer support was also not helpful.
AMZ0354,Vacuum Cleaner,5,Absolutely loved this vacuum cleaner. The suction is excellent and it feels premium for the price.
AMZ0355,Keyboard,5,I bought this keyboard for daily use and I'm impressed with the key response. Highly recommend.
AMZ0356,Fitness Band,5,"This fitness band exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0357,Water Bottle,4,Very happy with this water bottle. It arrived on time and the build quality works perfectly.
AMZ0358,Gaming Mouse,3,"Not bad, not amazing. The tracking is usable, but I expected a bit more."
AMZ0359,Air Fryer,5,"This air fryer exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0360,Tripod,5,One of the best purchases I've made recently. The tripod performs exactly as described.
AMZ0361,Tripod,2,Battery life / performance is poor on this tripod. I would not recommend it.
AMZ0362,Usb Hub,5,"I was skeptical at first, but this USB hub turned out to be fantastic. Great port connectivity."
AMZ0363,Coffee Mug,3,Honestly expected better. The coffee mug is average at best and overpriced.
AMZ0364,Tripod,3,I returned this tripod because it did not match the description at all.
AMZ0365,Bluetooth Speaker,2,Honestly expected better. The Bluetooth speaker is average at best and overpriced.
AMZ0366,Phone Case,5,"I was skeptical at first, but this phone case turned out to be fantastic. Great fit."
AMZ0367,Usb Hub,3,"Not bad, not amazing. The port connectivity is usable, but I expected a bit more."
AMZ0368,Keyboard,5,"This keyboard exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0369,Tripod,3,Decent tripod overall. Delivery was fine and setup took only a few minutes.
AMZ0370,Water Bottle,3,Decent water bottle overall. Delivery was fine and setup took only a few minutes.
AMZ0371,Coffee Mug,3,The coffee mug is fine for the price. Build quality is acceptable and performance is average.
AMZ0372,Air Fryer,5,I bought this air fryer for daily use and I'm impressed with the cooking performance. Highly recommend.
AMZ0373,Water Bottle,5,Absolutely loved this water bottle. The build quality is excellent and it feels premium for the price.
AMZ0374,Laptop Stand,2,The stability is inconsistent and the laptop stand does not feel durable.
AMZ0375,Desk Lamp,5,"I was skeptical at first, but this desk lamp turned out to be fantastic. Great brightness."
AMZ0376,Fitness Band,4,Absolutely loved this fitness band. The step tracking is excellent and it feels premium for the price.
AMZ0377,Wireless Earbuds,5,"This wireless earbuds exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0378,Laptop Stand,2,Not worth the price. The laptop stand arrived late and the packaging was damaged.
AMZ0379,Laptop Stand,5,The packaging was neat and the laptop stand feels well-built. No complaints so far.
AMZ0380,Water Bottle,4,"I was skeptical at first, but this water bottle turned out to be fantastic. Great build quality."
AMZ0381,Monitor Stand,5,"This monitor stand exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0382,Vacuum Cleaner,5,One of the best purchases I've made recently. The vacuum cleaner performs exactly as described.
AMZ0383,Vacuum Cleaner,5,Very happy with this vacuum cleaner. It arrived on time and the suction works perfectly.
AMZ0384,Water Bottle,4,"Not bad, not amazing. The build quality is usable, but I expected a bit more."
AMZ0385,Monitor Stand,5,The packaging was neat and the monitor stand feels well-built. No complaints so far.
AMZ0386,Phone Charger,2,The charging speed is inconsistent and the phone charger does not feel durable.
AMZ0387,Wireless Earbuds,5,Very happy with this wireless earbuds. It arrived on time and the sound quality works perfectly.
AMZ0388,Power Bank,2,The quality of this power bank is not as expected. It feels cheap and poorly made.
AMZ0389,Desk Lamp,5,Works like a charm. The desk lamp is reliable and the setup was super easy.
AMZ0390,Bluetooth Speaker,3,Battery life / performance is poor on this Bluetooth speaker. I would not recommend it.
AMZ0391,Bluetooth Speaker,3,The quality of this Bluetooth speaker is not as expected. It feels cheap and poorly made.
AMZ0392,Phone Charger,5,Absolutely loved this phone charger. The charging speed is excellent and it feels premium for the price.
AMZ0393,Phone Charger,5,Really good value for money. The phone charger looks sturdy and the charging speed is surprisingly good.
AMZ0394,Usb Hub,5,Absolutely loved this USB hub. The port connectivity is excellent and it feels premium for the price.
AMZ0395,Keyboard,5,Absolutely loved this keyboard. The key response is excellent and it feels premium for the price.
AMZ0396,Phone Case,5,One of the best purchases I've made recently. The phone case performs exactly as described.
AMZ0397,Air Fryer,2,I returned this air fryer because it did not match the description at all.
AMZ0398,Bluetooth Speaker,5,"I was skeptical at first, but this Bluetooth speaker turned out to be fantastic. Great bass."
AMZ0399,Monitor Stand,5,Very happy with this monitor stand. It arrived on time and the adjustability works perfectly.
AMZ0400,Water Bottle,5,"This water bottle exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0401,Gaming Mouse,5,One of the best purchases I've made recently. The gaming mouse performs exactly as described.
AMZ0402,Keyboard,5,The packaging was neat and the keyboard feels well-built. No complaints so far.
AMZ0403,Tripod,5,Absolutely loved this tripod. The stability is excellent and it feels premium for the price.
AMZ0404,Vacuum Cleaner,4,Absolutely loved this vacuum cleaner. The suction is excellent and it feels premium for the price.
AMZ0405,Air Fryer,4,"This air fryer exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0406,Desk Lamp,1,Battery life / performance is poor on this desk lamp. I would not recommend it.
AMZ0407,Desk Lamp,5,One of the best purchases I've made recently. The desk lamp performs exactly as described.
AMZ0408,Air Fryer,4,"The air fryer is okay for basic use. The cooking performance works, but nothing exceptional."
AMZ0409,Desk Lamp,2,The brightness is inconsistent and the desk lamp does not feel durable.
AMZ0410,Tripod,2,Honestly expected better. The tripod is average at best and overpriced.
AMZ0411,Monitor Stand,5,One of the best purchases I've made recently. The monitor stand performs exactly as described.
AMZ0412,Power Bank,4,"The power bank is okay for basic use. The battery backup works, but nothing exceptional."
AMZ0413,Bluetooth Speaker,4,The packaging was neat and the Bluetooth speaker feels well-built. No complaints so far.
AMZ0414,Phone Case,2,Battery life / performance is poor on this phone case. I would not recommend it.
AMZ0415,Keyboard,2,Battery life / performance is poor on this keyboard. I would not recommend it.
AMZ0416,Laptop Stand,5,Very happy with this laptop stand. It arrived on time and the stability works perfectly.
AMZ0417,Bluetooth Speaker,3,The Bluetooth speaker is fine for the price. Build quality is acceptable and performance is average.
AMZ0418,Gaming Mouse,2,The quality of this gaming mouse is not as expected. It feels cheap and poorly made.
AMZ0419,Keyboard,3,Decent keyboard overall. Delivery was fine and setup took only a few minutes.
AMZ0420,Monitor Stand,5,I bought this monitor stand for daily use and I'm impressed with the adjustability. Highly recommend.
AMZ0421,Power Bank,2,Very disappointed with this power bank. The battery backup stopped working after a few days.
AMZ0422,Usb Hub,5,"I was skeptical at first, but this USB hub turned out to be fantastic. Great port connectivity."
AMZ0423,Water Bottle,5,The packaging was neat and the water bottle feels well-built. No complaints so far.
AMZ0424,Monitor Stand,4,The packaging was neat and the monitor stand feels well-built. No complaints so far.
AMZ0425,Desk Lamp,3,"The desk lamp is okay for basic use. The brightness works, but nothing exceptional."
AMZ0426,Tripod,2,The stability is inconsistent and the tripod does not feel durable.
AMZ0427,Usb Hub,2,"I had high hopes, but this USB hub was a letdown. The port connectivity is below average."
AMZ0428,Vacuum Cleaner,4,Absolutely loved this vacuum cleaner. The suction is excellent and it feels premium for the price.
AMZ0429,Monitor Stand,5,"This monitor stand exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0430,Gaming Mouse,3,Decent gaming mouse overall. Delivery was fine and setup took only a few minutes.
AMZ0431,Monitor Stand,3,"The monitor stand is okay for basic use. The adjustability works, but nothing exceptional."
AMZ0432,Backpack,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0433,Desk Lamp,1,Honestly expected better. The desk lamp is average at best and overpriced.
AMZ0434,Monitor Stand,2,Honestly expected better. The monitor stand is average at best and overpriced.
AMZ0435,Bluetooth Speaker,2,Honestly expected better. The Bluetooth speaker is average at best and overpriced.
AMZ0436,Phone Charger,1,Very disappointed with this phone charger. The charging speed stopped working after a few days.
AMZ0437,Phone Charger,3,"Not bad, not amazing. The charging speed is usable, but I expected a bit more."
AMZ0438,Backpack,1,I returned this backpack because it did not match the description at all.
AMZ0439,Fitness Band,3,"Not bad, not amazing. The step tracking is usable, but I expected a bit more."
AMZ0440,Keyboard,5,The packaging was neat and the keyboard feels well-built. No complaints so far.
AMZ0441,Tripod,5,Absolutely loved this tripod. The stability is excellent and it feels premium for the price.
AMZ0442,Tripod,5,"I was skeptical at first, but this tripod turned out to be fantastic. Great stability."
AMZ0443,Gaming Mouse,2,The tracking is inconsistent and the gaming mouse does not feel durable.
AMZ0444,Coffee Mug,3,Decent coffee mug overall. Delivery was fine and setup took only a few minutes.
AMZ0445,Monitor Stand,5,One of the best purchases I've made recently. The monitor stand performs exactly as described.
AMZ0446,Tripod,5,"I was skeptical at first, but this tripod turned out to be fantastic. Great stability."
AMZ0447,Desk Lamp,5,Really good value for money. The desk lamp looks sturdy and the brightness is surprisingly good.
AMZ0448,Vacuum Cleaner,5,"This vacuum cleaner exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0449,Gaming Mouse,5,"This gaming mouse exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0450,Monitor Stand,5,Really good value for money. The monitor stand looks sturdy and the adjustability is surprisingly good.
AMZ0451,Wireless Earbuds,5,The packaging was neat and the wireless earbuds feels well-built. No complaints so far.
AMZ0452,Power Bank,4,One of the best purchases I've made recently. The power bank performs exactly as described.
AMZ0453,Phone Charger,5,Excellent product. I've been using this phone charger for a week and the performance is smooth.
AMZ0454,Keyboard,5,Very happy with this keyboard. It arrived on time and the key response works perfectly.
AMZ0455,Desk Lamp,3,"Average experience with this desk lamp. It does the job, but there is room for improvement."
AMZ0456,Coffee Mug,5,Absolutely loved this coffee mug. The finish is excellent and it feels premium for the price.
AMZ0457,Coffee Mug,5,Very happy with this coffee mug. It arrived on time and the finish works perfectly.
AMZ0458,Monitor Stand,5,Works like a charm. The monitor stand is reliable and the setup was super easy.
AMZ0459,Laptop Stand,5,Very happy with this laptop stand. It arrived on time and the stability works perfectly.
AMZ0460,Coffee Mug,2,The finish is inconsistent and the coffee mug does not feel durable.
AMZ0461,Desk Lamp,5,Works like a charm. The desk lamp is reliable and the setup was super easy.
AMZ0462,Monitor Stand,5,Absolutely loved this monitor stand. The adjustability is excellent and it feels premium for the price.
AMZ0463,Gaming Mouse,3,The item stopped working within a week. Customer support was also not helpful.
AMZ0464,Desk Lamp,2,The item stopped working within a week. Customer support was also not helpful.
AMZ0465,Gaming Mouse,3,"Average experience with this gaming mouse. It does the job, but there is room for improvement."
AMZ0466,Air Fryer,4,"Average experience with this air fryer. It does the job, but there is room for improvement."
AMZ0467,Gaming Mouse,5,Works like a charm. The gaming mouse is reliable and the setup was super easy.
AMZ0468,Keyboard,5,Absolutely loved this keyboard. The key response is excellent and it feels premium for the price.
AMZ0469,Gaming Mouse,2,I returned this gaming mouse because it did not match the description at all.
AMZ0470,Wireless Earbuds,2,This wireless earbuds looks nice in pictures but performs badly in real life.
AMZ0471,Phone Charger,3,"I had high hopes, but this phone charger was a letdown. The charging speed is below average."
AMZ0472,Desk Lamp,1,Not worth the price. The desk lamp arrived late and the packaging was damaged.
AMZ0473,Laptop Stand,5,"I was skeptical at first, but this laptop stand turned out to be fantastic. Great stability."
AMZ0474,Vacuum Cleaner,5,I bought this vacuum cleaner for daily use and I'm impressed with the suction. Highly recommend.
AMZ0475,Monitor Stand,1,Battery life / performance is poor on this monitor stand. I would not recommend it.
AMZ0476,Desk Lamp,5,Works like a charm. The desk lamp is reliable and the setup was super easy.
AMZ0477,Fitness Band,5,One of the best purchases I've made recently. The fitness band performs exactly as described.
AMZ0478,Tripod,4,"Average experience with this tripod. It does the job, but there is room for improvement."
AMZ0479,Coffee Mug,3,This coffee mug looks nice in pictures but performs badly in real life.
AMZ0480,Backpack,4,"Average experience with this backpack. It does the job, but there is room for improvement."
AMZ0481,Keyboard,5,Really good value for money. The keyboard looks sturdy and the key response is surprisingly good.
AMZ0482,Backpack,2,Battery life / performance is poor on this backpack. I would not recommend it.
AMZ0483,Fitness Band,5,Really good value for money. The fitness band looks sturdy and the step tracking is surprisingly good.
AMZ0484,Laptop Stand,5,Works like a charm. The laptop stand is reliable and the setup was super easy.
AMZ0485,Air Fryer,2,"I had high hopes, but this air fryer was a letdown. The cooking performance is below average."
AMZ0486,Phone Charger,5,Very happy with this phone charger. It arrived on time and the charging speed works perfectly.
AMZ0487,Tripod,2,Battery life / performance is poor on this tripod. I would not recommend it.
AMZ0488,Backpack,2,This backpack looks nice in pictures but performs badly in real life.
AMZ0489,Desk Lamp,5,Excellent product. I've been using this desk lamp for a week and the performance is smooth.
AMZ0490,Power Bank,5,Works like a charm. The power bank is reliable and the setup was super easy.
AMZ0491,Power Bank,5,The packaging was neat and the power bank feels well-built. No complaints so far.
AMZ0492,Fitness Band,4,"This fitness band exceeded my expectations. Great quality, easy to use, and worth every rupee."
AMZ0493,Usb Hub,3,Decent USB hub overall. Delivery was fine and setup took only a few minutes.
AMZ0494,Fitness Band,5,I bought this fitness band for daily use and I'm impressed with the step tracking. Highly recommend.
AMZ0495,Gaming Mouse,4,Absolutely loved this gaming mouse. The tracking is excellent and it feels premium for the price.
AMZ0496,Power Bank,5,Absolutely loved this power bank. The battery backup is excellent and it feels premium for the price.
AMZ0497,Vacuum Cleaner,3,Decent vacuum cleaner overall. Delivery was fine and setup took only a few minutes.
AMZ0498,Air Fryer,2,"I had high hopes, but this air fryer was a letdown. The cooking performance is below average."
AMZ0499,Phone Charger,4,Excellent product. I've been using this phone charger for a week and the performance is smooth.
AMZ0500,Gaming Mouse,5,Works like a charm. The gaming mouse is reliable and the setup was super easy.
